Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
TMEM181,TMEM181,-0.197194343,0.460141028,-0.066475996,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM181+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM181)
RBFOX3,RBFOX3,0.671560717,0.796271505,0.066443429,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBFOX3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX3)
SETD1B,SETD1B,-1.142778082,0.87470756,-0.066437827,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SETD1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1B)
CYP2E1,CYP2E1,0.117347159,0.271619418,0.06642309,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CYP2E1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2E1)
MYF5,MYF5,0.085182533,0.166063398,0.066419042,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MYF5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYF5)
BMP2,BMP2_P2,0.619762246,0.781329334,0.06641736,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BMP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2)
SOWAHA,SOWAHA,0.334834639,0.633447285,0.0663942,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SOWAHA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOWAHA)
H3F3A,H3F3A,-1.208408122,0.881182797,-0.06638268,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=H3F3A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3F3A)
FCRLA,FCRLA,0.120282617,0.28064331,0.066377398,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FCRLA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCRLA)
WDR78,WDR78,-0.572617798,0.765739651,-0.066377205,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WDR78+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR78)
KCNJ18,KCNJ18,-0.189398091,0.446385841,-0.066344179,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNJ18+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ18)
SV2B,SV2B,-0.073883899,0.126555701,-0.066326927,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SV2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2B)
AGPAT3,AGPAT3,0.290989193,0.592144298,0.066221123,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AGPAT3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT3)
LMF1,LMF1_P1,-0.529760442,0.750105223,-0.066155324,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LMF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMF1)
FURIN,FURIN_P2,-0.386861066,0.674529679,-0.066152831,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FURIN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FURIN)
GRHPR,GRHPR_P2,0.146885634,0.354814902,0.066098264,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRHPR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHPR)
ZNF33B,ZNF33B,-0.130363511,0.311568353,-0.066022165,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF33B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF33B)
ADPRM,ADPRM,-1.16752271,0.877926673,-0.066013784,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADPRM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRM)
NPAS4,NPAS4,-0.734986621,0.813194523,-0.066005881,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NPAS4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAS4)
APOC1,APOC1,0.028246162,0.004622051,0.065959457,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=APOC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC1)
SUMF1,SUMF1,-0.508387694,0.741871873,-0.065923189,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SUMF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMF1)
PLEKHS1,PLEKHS1,0.183758519,0.437855059,0.0659086,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PLEKHS1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHS1)
GRHL3,GRHL3,0.138686858,0.334887479,0.065890277,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRHL3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL3)
HSFY2,HSFY2_ENST00000304790.3,-0.082453844,0.158901849,-0.065869989,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HSFY2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSFY2)
HSFY1,HSFY1_ENST00000307393.2,-0.082453844,0.158901849,-0.065869989,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HSFY1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSFY1)
PDIA4,PDIA4,-0.514928919,0.744916119,-0.065855613,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDIA4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA4)
ANP32B,ANP32B,0.105446857,0.237394391,0.065854678,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ANP32B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANP32B)
SYTL3,SYTL3_P1,0.481368595,0.72990716,0.065818672,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SYTL3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYTL3)
TOM1L1,TOM1L1,-0.414262351,0.693695586,-0.065797732,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TOM1L1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOM1L1)
ID4,ID4,-0.077732875,0.142585826,-0.065756076,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ID4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID4)
CD3G,CD3G,-0.166329658,0.402408248,-0.065755624,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CD3G+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3G)
NACA2,NACA2,0.153145517,0.372298647,0.065716049,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NACA2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NACA2)
TSPAN18,TSPAN18,0.643516241,0.790570923,0.065676729,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TSPAN18+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN18)
KATNB1,KATNB1,-0.187093959,0.446307655,-0.065551299,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KATNB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNB1)
AUNIP,AUNIP,0.402913719,0.687706568,0.065512493,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AUNIP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUNIP)
CSNK1A1L,CSNK1A1L,0.794921159,0.827225882,0.065482335,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSNK1A1L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1L)
C12orf80,C12orf80,0.13423113,0.325272315,0.065471623,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C12orf80+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf80)
CYB5R2,CYB5R2,0.183092448,0.439028941,0.065456804,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CYB5R2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB5R2)
LPPR4,LPPR4,-0.443727949,0.712083517,-0.065436147,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LPPR4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPPR4)
TMEM60,TMEM60,0.178737563,0.430457571,0.065430397,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM60+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM60)
NUP98,NUP98,-0.715634119,0.810214371,-0.065409,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NUP98+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP98)
ZDHHC18,ZDHHC18,0.094792261,0.204172532,0.065406915,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZDHHC18+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC18)
GALNT11,GALNT11,0.093515201,0.199917503,0.065381077,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALNT11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT11)
SLC9A8,SLC9A8,-0.415980916,0.696495932,-0.065342871,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC9A8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A8)
SPN,SPN,-0.22818021,0.517176909,-0.065341884,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SPN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPN)
GLT1D1,GLT1D1,-0.397411429,0.684959937,-0.06530854,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GLT1D1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLT1D1)
TMEM47,TMEM47,0.769578254,0.822699641,0.065228447,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM47+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM47)
NCAM1,NCAM1,0.089820456,0.187919309,0.065212219,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NCAM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1)
BRD4,"BRD4_ENST00000263377.2,ENST00000371835.4",0.20020268,0.472586761,0.065169666,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BRD4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD4)
POC1B,POC1B,-0.087019737,0.178327679,-0.065158747,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=POC1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=POC1B)
SLC38A9,SLC38A9,-0.072572942,0.126755158,-0.065100422,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC38A9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A9)
COMT,COMT,-0.340134396,0.643618725,-0.065091971,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COMT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT)
LRRN4CL,LRRN4CL,1.185640523,0.881251632,0.065091742,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LRRN4CL+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRN4CL)
FCRL6,FCRL6_P1,0.18012733,0.435326219,0.065059321,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FCRL6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCRL6)
RPS9,RPS9,-0.210692029,0.491218356,-0.065045984,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RPS9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS9)
JAKMIP2,JAKMIP2,0.111740636,0.262555898,0.064896528,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=JAKMIP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAKMIP2)
CHST9,CHST9,0.413082744,0.696495932,0.064887622,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CHST9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST9)
AMDHD1,AMDHD1,0.462955033,0.72427737,0.064857724,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AMDHD1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMDHD1)
PLIN2,PLIN2_P2,-0.640162157,0.792007384,-0.064829714,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PLIN2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN2)
UBA1,UBA1_P1,-0.890232041,0.845823097,-0.064738083,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=UBA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1)
UNC5D,UNC5D,1.054271973,0.868172045,0.064726187,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=UNC5D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5D)
ZNF687,ZNF687,-0.110867795,0.261415732,-0.064599148,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF687+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF687)
SMYD3,SMYD3,-0.243992196,0.543743421,-0.064561795,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SMYD3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMYD3)
CYP2C8,CYP2C8,0.329173034,0.636757565,0.064526436,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CYP2C8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C8)
DDB1,DDB1_P2,0.477158618,0.732617568,0.064474947,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DDB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1)
DAGLB,DAGLB_ENST00000297056.6,-0.674794467,0.802582814,-0.064449717,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DAGLB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAGLB)
GPATCH2,GPATCH2,0.805657955,0.83177717,0.064447,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GPATCH2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPATCH2)
RBM22,RBM22,-0.155381007,0.384806115,-0.064445521,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBM22+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM22)
MYL12B,MYL12B,-0.459989067,0.72427737,-0.064442207,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MYL12B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12B)
HRAS,HRAS_P2,-0.134948894,0.333046343,-0.064437467,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HRAS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS)
UBALD2,UBALD2,0.964059162,0.857354804,0.06443715,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=UBALD2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBALD2)
PHB2,PHB2,2.033669161,0.929691317,0.064388458,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PHB2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2)
PKN1,PKN1_P1,0.136956429,0.338880625,0.06436312,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PKN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN1)
OR4N2,OR4N2_ENST00000315947.1,-0.143112079,0.355040631,-0.064360642,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OR4N2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR4N2)
KCNJ5,KCNJ5,0.572639831,0.772052135,0.064338016,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNJ5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ5)
F8,F8_P2,-0.114022735,0.273029251,-0.064284972,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=F8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=F8)
ACTG2,ACTG2_P1,-0.18453306,0.448474618,-0.064265877,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACTG2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG2)
FAM53A,FAM53A,-1.383643303,0.898581314,-0.064260016,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM53A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM53A)
SPG21,SPG21,0.20882686,0.492379151,0.064256097,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SPG21+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG21)
ACOT11,ACOT11_P1,-0.078443012,0.151976452,-0.064183931,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACOT11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT11)
OCM,OCM_ENST00000242104.5,0.541500582,0.761182699,0.064173825,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OCM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCM)
IMPACT,IMPACT,0.457128181,0.723949208,0.064131382,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IMPACT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPACT)
TSPAN7,TSPAN7,-0.052319634,0.059580898,-0.064085951,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TSPAN7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN7)
PLCB4,PLCB4,-0.116729391,0.28248205,-0.064085503,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PLCB4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB4)
AUTS2,AUTS2,0.107528965,0.254058385,0.063986882,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AUTS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUTS2)
RHEBL1,RHEBL1,0.176663929,0.434349286,0.063980766,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RHEBL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEBL1)
PCK1,PCK1,0.605929829,0.784224377,0.063961748,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PCK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK1)
ADAMTS18,ADAMTS18,-0.537727873,0.760517209,-0.06393098,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADAMTS18+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS18)
ACSF2,ACSF2,-0.302041228,0.614272466,-0.063923689,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACSF2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSF2)
ATRN,ATRN,0.075962617,0.144116676,0.063906268,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATRN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRN)
KRT26,KRT26,-1.182064415,0.883083111,-0.063829612,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KRT26+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT26)
MUC5B,MUC5B,-0.324273259,0.63559523,-0.063823259,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MUC5B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC5B)
FUCA1,FUCA1,-0.784033523,0.82917601,-0.063783692,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FUCA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA1)
FAM214B,FAM214B_P1,0.770829044,0.826682044,0.063717881,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM214B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM214B)
C17orf103,C17orf103,-0.192211521,0.46614008,-0.063714958,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C17orf103+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C17orf103)
KLHDC3,KLHDC3_P2,0.231580901,0.530838183,0.063693512,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KLHDC3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHDC3)
PSMD10,PSMD10,-0.167627903,0.416985103,-0.063678397,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PSMD10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10)
CSNK1D,CSNK1D,0.216176523,0.507510356,0.063675895,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSNK1D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1D)
DNAJA1,DNAJA1_P1,-0.855781079,0.842548414,-0.063674506,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DNAJA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA1)
CD86,CD86_P2,-0.306297813,0.619860991,-0.0636198,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CD86+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD86)
PITPNM3,PITPNM3,-1.115112402,0.877005159,-0.063559011,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PITPNM3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNM3)
GALK1,GALK1,-0.126755202,0.315378674,-0.06352561,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK1)
CBR1,CBR1,0.664506803,0.802581259,0.0634677,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CBR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR1)
NPAT,NPAT,-1.766992666,0.920624855,-0.063465613,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NPAT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAT)
HSP90B1,HSP90B1,-0.507949579,0.750105223,-0.063431631,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HSP90B1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1)
DEPDC7,DEPDC7,-1.055222777,0.870751862,-0.063424786,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DEPDC7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC7)
GKN1,GKN1,-0.179728195,0.443737425,-0.063421397,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GKN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GKN1)
SHISA8,SHISA8,-0.488952145,0.741871919,-0.063402946,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SHISA8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA8)
OR10K2,OR10K2_ENST00000314902.2,0.196296079,0.475401869,0.063391682,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OR10K2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR10K2)
SLC12A2,SLC12A2,0.092258479,0.205544273,0.063390305,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC12A2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2)
ZNF45,ZNF45,-1.77218819,0.920971953,-0.0633621,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF45+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF45)
ASAP3,ASAP3,-0.107706923,0.258060142,-0.063361728,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ASAP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAP3)
MAP1A,MAP1A,0.400044359,0.694415858,0.063359174,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP1A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP1A)
SLC20A1,SLC20A1,0.072657684,0.13449465,0.063306276,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC20A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1)
TMEM258,TMEM258,-1.371293023,0.899165735,-0.063299231,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM258+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM258)
MIDN,MIDN_P2,0.075074522,0.143641744,0.063266751,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MIDN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIDN)
